id,label
40001,3
40002,4
40003,2
40004,3
40005,3
40006,4
40007,2
40008,1
40009,2
40010,5
40011,5
40012,3
40013,4
40014,4
40015,3
40016,3
40017,5
40018,3
40019,2
40020,4
40021,5
40022,2
40023,3
40024,2
40025,4
40026,3
40027,3
40028,3
40029,1
40030,1
40031,2
40032,4
40033,3
40034,2
40035,3
40036,4
40037,4
40038,5
40039,1
40040,5
40041,1
40042,1
40043,3
40044,2
40045,1
40046,2
40047,4
40048,3
40049,2
40050,1
40051,4
40052,1
40053,5
40054,2
40055,1
40056,3
40057,4
40058,3
40059,5
40060,5
40061,4
40062,5
40063,3
40064,3
40065,2
40066,2
40067,2
40068,1
40069,4
40070,4
40071,3
40072,1
40073,3
40074,5
40075,5
40076,4
40077,3
40078,2
40079,1
40080,5
40081,1
40082,3
40083,1
40084,3
40085,3
40086,5
40087,5
40088,1
40089,3
40090,2
40091,5
40092,3
40093,3
40094,3
40095,3
40096,1
40097,5
40098,2
40099,5
40100,4
40101,3
40102,2
40103,5
40104,3
40105,3
40106,3
40107,3
40108,4
40109,3
40110,2
40111,2
40112,1
40113,4
40114,3
40115,3
40116,3
40117,4
40118,1
40119,2
40120,5
40121,5
40122,5
40123,3
40124,2
40125,3
40126,3
40127,3
40128,2
40129,5
40130,1
40131,2
40132,1
40133,4
40134,1
40135,5
40136,5
40137,3
40138,5
40139,3
40140,3
40141,1
40142,2
40143,3
40144,4
40145,3
40146,3
40147,2
40148,2
40149,3
40150,3
40151,4
40152,2
40153,3
40154,3
40155,3
40156,3
40157,3
40158,4
40159,2
40160,4
40161,3
40162,5
40163,5
40164,4
40165,1
40166,4
40167,1
40168,2
40169,2
40170,5
40171,3
40172,5
40173,4
40174,2
40175,4
40176,1
40177,1
40178,3
40179,2
40180,5
40181,2
40182,5
40183,1
40184,4
40185,4
40186,3
40187,2
40188,4
40189,3
40190,1
40191,2
40192,5
40193,4
40194,1
40195,2
40196,3
40197,1
40198,1
40199,2
40200,1
40201,1
40202,2
40203,3
40204,5
40205,3
40206,4
40207,3
40208,2
40209,1
40210,3
40211,3
40212,3
40213,5
40214,5
40215,3
40216,4
40217,3
40218,3
40219,3
40220,3
40221,3
40222,3
40223,1
40224,4
40225,3
40226,1
40227,4
40228,3
40229,3
40230,2
40231,5
40232,1
40233,2
40234,2
40235,3
40236,5
40237,1
40238,4
40239,3
40240,4
40241,3
40242,1
40243,4
40244,3
40245,1
40246,4
40247,2
40248,1
40249,3
40250,3
40251,5
40252,5
40253,4
40254,3
40255,1
40256,1
40257,5
40258,2
40259,2
40260,3
40261,4
40262,2
40263,5
40264,3
40265,1
40266,1
40267,4
40268,3
40269,3
40270,5
40271,5
40272,3
40273,4
40274,5
40275,2
40276,3
40277,5
40278,2
40279,5
40280,1
40281,2
40282,2
40283,3
40284,4
40285,4
40286,4
40287,2
40288,3
40289,3
40290,1
40291,3
40292,4
40293,3
40294,4
40295,4
40296,1
40297,2
40298,1
40299,1
40300,3
40301,4
40302,5
40303,5
40304,4
40305,2
40306,3
40307,3
40308,2
40309,5
40310,3
40311,2
40312,1
40313,5
40314,3
40315,3
40316,4
40317,4
40318,4
40319,4
40320,5
40321,1
40322,3
40323,3
40324,3
40325,4
40326,3
40327,5
40328,3
40329,4
40330,5
40331,1
40332,3
40333,1
40334,5
40335,1
40336,1
40337,3
40338,3
40339,2
40340,2
40341,2
40342,3
40343,3
40344,4
40345,2
40346,3
40347,5
40348,1
40349,1
40350,3
40351,2
40352,3
40353,3
40354,4
40355,2
40356,2
40357,3
40358,4
40359,5
40360,4
40361,4
40362,4
40363,1
40364,1
40365,3
40366,3
40367,4
40368,1
40369,2
40370,2
40371,3
40372,1
40373,3
40374,3
40375,1
40376,4
40377,3
40378,2
40379,4
40380,4
40381,1
40382,1
40383,3
40384,5
40385,4
40386,5
40387,1
40388,3
40389,2
40390,5
40391,5
40392,4
40393,5
40394,5
40395,3
40396,5
40397,1
40398,2
40399,5
40400,2
40401,5
40402,5
40403,3
40404,5
40405,5
40406,3
40407,1
40408,4
40409,4
40410,4
40411,1
40412,5
40413,3
40414,2
40415,5
40416,3
40417,4
40418,1
40419,3
40420,2
40421,1
40422,1
40423,1
40424,3
40425,1
40426,5
40427,5
40428,1
40429,5
40430,5
40431,1
40432,4
40433,3
40434,1
40435,3
40436,1
40437,3
40438,2
40439,5
40440,5
40441,2
40442,1
40443,4
40444,1
40445,5
40446,2
40447,4
40448,4
40449,1
40450,2
40451,5
40452,4
40453,3
40454,3
40455,1
40456,3
40457,3
40458,3
40459,5
40460,4
40461,5
40462,2
40463,5
40464,3
40465,3
40466,2
40467,3
40468,2
40469,1
40470,2
40471,2
40472,3
40473,1
40474,1
40475,2
40476,5
40477,3
40478,4
40479,4
40480,3
40481,2
40482,1
40483,1
40484,2
40485,2
40486,1
40487,1
40488,3
40489,3
40490,1
40491,2
40492,1
40493,2
40494,4
40495,2
40496,3
40497,1
40498,3
40499,4
40500,2
40501,3
40502,1
40503,5
40504,4
40505,2
40506,5
40507,2
40508,5
40509,2
40510,3
40511,3
40512,5
40513,4
40514,1
40515,3
40516,5
40517,4
40518,2
40519,1
40520,1
40521,2
40522,2
40523,2
40524,3
40525,3
40526,1
40527,2
40528,3
40529,4
40530,1
40531,4
40532,3
40533,3
40534,2
40535,3
40536,5
40537,4
40538,2
40539,4
40540,4
40541,4
40542,1
40543,1
40544,5
40545,2
40546,4
40547,3
40548,4
40549,2
40550,2
40551,4
40552,4
40553,2
40554,3
40555,2
